val_loss,val_acc,train_loss,f1,roc_auc
2.4564359188079834,0.47566309571266174,0.9487935304641724,0.21502890173410405,0.4931691466637704
3.1267879009246826,0.5082078576087952,0.7291799783706665,0.39633007187866126,0.8091294335652961
0.6337174773216248,0.7338530421257019,0.6034637093544006,0.6935998452755262,0.8854878738416524
0.6360020637512207,0.7355197072029114,0.5215399265289307,0.6696855549361489,0.914932249446864
0.5752526521682739,0.7612724304199219,0.45743000507354736,0.7226971651695931,0.9160114446499422
2.9234328269958496,0.5713798999786377,0.43298372626304626,0.5041856837760661,0.8380726977993372
1.1819617748260498,0.7102687954902649,0.4195497930049896,0.6928800639074003,0.892729863122109
0.5391315221786499,0.7735663056373596,0.36516690254211426,0.7675142491624728,0.9139496586338932
0.5802711844444275,0.7524372935295105,0.279816597700119,0.7413277893939033,0.9042154086679303
0.5221879482269287,0.7935662865638733,0.22387194633483887,0.7850983818336145,0.9311598237919606
