val_loss,val_acc,train_loss,f1,roc_auc
11.935140609741211,0.5305017828941345,0.8611933588981628,0.36834709866104615,0.6407019995502504
3.064992666244507,0.6208422780036926,0.6606613993644714,0.489580777267447,0.8051616421675485
0.7620808482170105,0.6731362342834473,0.6248317360877991,0.5804871373836891,0.8454579874161882
2.511429786682129,0.6533871293067932,0.5840664505958557,0.5124313423727015,0.8223853329600718
0.609859824180603,0.7391039729118347,0.5609740614891052,0.7399421934799294,0.8836496623563109
0.9704367518424988,0.6982257962226868,0.5486635565757751,0.6073868322514415,0.8867000052521785
0.6208988428115845,0.7139785289764404,0.5001203417778015,0.7213130691424449,0.8902769682793914
0.5262956023216248,0.7679390907287598,0.4701472520828247,0.7504810535937207,0.9069363430865778
0.5387791395187378,0.7794802784919739,0.43539685010910034,0.7629848661319368,0.9120488034466528
0.5141613483428955,0.7781899571418762,0.4208601713180542,0.7618093536904414,0.9145840759046878
