val_loss,val_acc,train_loss,f1,roc_auc
1.0367785692214966,0.5547221899032593,0.7800406217575073,0.4049543883607962,0.7969480763513778
0.742141604423523,0.6905555129051208,0.6008261442184448,0.6225962904838528,0.8684180132385494
0.5946367979049683,0.7504630088806152,0.5504554510116577,0.7277280869251642,0.8963321436894057
0.9075323343276978,0.6176851391792297,0.5291922688484192,0.5380021454760876,0.8739482512540214
0.6492974758148193,0.7312037348747253,0.50339674949646,0.6669012128752808,0.8953792047385868
0.5815948843955994,0.7418518662452698,0.4966701567173004,0.6969060924083412,0.9107589601910365
0.623955488204956,0.7668519020080566,0.4626409411430359,0.7351001119178656,0.9115002057528182
0.6980938911437988,0.6925925612449646,0.45358192920684814,0.630890663677549,0.9056824747041315
0.8811038732528687,0.6389814019203186,0.4353697896003723,0.5428380505738916,0.874867484476753
1.093199372291565,0.6239814162254333,0.42441505193710327,0.5384198878375411,0.8515414888957218
0.7032140493392944,0.7099074721336365,0.42059406638145447,0.638687342912695,0.9088931875165406
0.789421558380127,0.6812962889671326,0.40213578939437866,0.5913527401458208,0.9093068603139782
0.5910850167274475,0.7758333683013916,0.3827275037765503,0.7476431590175666,0.9187145573560839
0.7377983927726746,0.7392592430114746,0.36116570234298706,0.6758282458711392,0.9136264966796542
0.7766491174697876,0.7355555891990662,0.35463300347328186,0.6734059344452464,0.9125265604706767
