val_loss,val_acc,train_loss,f1,roc_auc
0.7745270133018494,0.6372727751731873,0.743463933467865,0.5717847912022326,0.8838544973180745
0.6275389194488525,0.7251514792442322,0.648006021976471,0.6981351563754902,0.9009065362086716
0.7423819303512573,0.7089393734931946,0.6039561033248901,0.6638023083222747,0.8898126858977987
0.6429035067558289,0.7277272343635559,0.581675112247467,0.6799325116065204,0.9025465161994012
0.6750677824020386,0.7448484301567078,0.5332035422325134,0.715849380213612,0.9032234225744752
0.6189001202583313,0.7343938946723938,0.5082618594169617,0.6874340124340345,0.9111604968866821
0.5994257926940918,0.7427272796630859,0.48257753252983093,0.7104459723914855,0.9162817788669675
0.630435585975647,0.7372726798057556,0.4507509469985962,0.6946713914709423,0.913547739498065
0.5924472808837891,0.7510606646537781,0.44951775670051575,0.7246921588067741,0.9084704126427585
0.5603699088096619,0.7560606002807617,0.42008739709854126,0.7345019386758875,0.9189524351496182
0.601486325263977,0.7898485064506531,0.36631545424461365,0.7703315024872631,0.9206237242432911
0.7751541137695312,0.7769697308540344,0.3091263473033905,0.75439078972202,0.913370950149687
0.6183463335037231,0.796515166759491,0.25887399911880493,0.7955579341374275,0.9208489305187776
0.7015414237976074,0.7898485064506531,0.18889731168746948,0.7879219120598431,0.9208008322918214
0.6923938989639282,0.7815151214599609,0.12992410361766815,0.7822122032252307,0.9205604686371006
